FECHA;SUBSISTEMA;ENTIDAD;TIPO DE CREDITO;TIPO DE OPERACION;ESTADO DE LA OPERACION;PROVINCIA;CANTON;SECTOR;SUBSECTOR;ACTIVIDAD;NÚMERO DE OPERACIONES;MONTO OTORGADO
31/05/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;CHIMBORAZO;RIOBAMBA;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MÓVIL DE COMIDAS;RESTAURANTES DE COMIDA RÁPIDA PUESTOS DE REFRIGERIO Y ESTABLECIMIENTOS QUE OFRECEN COMIDA PARA LLEVAR REPARTO DE PIZZA ETCÉTERA HELADERÍAS FUENTES DE SODA ETCÉTERA;1;141089.59
31/05/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CREDITO;REESTRUCTURADA;GUAYAS;GUAYAQUIL;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS TRANVÍA TROLEBÚS METRO FERROCARRIL ELEVADO LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES TELEFÉRICOS ETCÉTERA QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;1;55023.39
31/05/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;PICHINCHA;QUITO;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS;SERVICIOS DE ALOJAMIENTO PRESTADOS POR HOTELES HOTELES DE SUITES APART HOTELES COMPLEJOS TURÍSTICOS HOSTERÍAS;1;591482.57
31/05/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO CORPORATIVO;FACTORING;ORIGINAL;PICHINCHA;QUITO;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA;TODAS LAS ACTIVIDADES DE TRANSPORTE DE CARGA POR CARRETERA INCLUIDO EN CAMIONETAS DE: TRONCOS GANADO TRANSPORTE REFRIGERADO CARGA PESADA CARGA A GRANEL INCLUIDO EL TRANSPORTE EN CAMIONES CISTERNA AUTOMÓVILES DESPERDICIOS Y MATERIALES DE DESECHO SIN RECOGIDA NI ELIMINACIÓN;5;14907.94
31/05/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CREDITO;NOVADA;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS TRANVÍA TROLEBÚS METRO FERROCARRIL ELEVADO LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES TELEFÉRICOS ETCÉTERA QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;1;48743.56
31/05/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;NOVADA;EL ORO;PIÑAS;AGRICULTURA GANADERÍA  SILVICULTURA Y PESCA;CRÍA DE AVES DE CORRAL;PRODUCCIÓN DE HUEVOS DE AVES DE CORRAL;1;913036.64
31/05/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO CORPORATIVO;FACTORING;ORIGINAL;PICHINCHA;QUITO;AGRICULTURA GANADERÍA  SILVICULTURA Y PESCA;CULTIVO DE CEREALES (EXCEPTO ARROZ) LEGUMBRES Y SEMILLAS OLEAGINOSAS;CULTIVO DE TRIGO;38;530492.72
31/05/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;REESTRUCTURADA;EL ORO;EL GUABO;AGRICULTURA GANADERÍA  SILVICULTURA Y PESCA;PESCA MARINA;ACTIVIDADES DE PESCA DE ALTURA Y COSTERA: EXTRACCIÓN DE PECES CRUSTÁCEOS Y MOLUSCOS MARINOS TORTUGAS ERIZOS DE MAR ASCIDIAS Y OTROS TUNICADOS ETCÉTERA;1;98153.83
31/05/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;REESTRUCTURADA;PICHINCHA;QUITO;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS;SERVICIOS DE ALOJAMIENTO PRESTADOS POR HOTELES HOTELES DE SUITES APART HOTELES COMPLEJOS TURÍSTICOS HOSTERÍAS;1;5276120.92
31/05/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;NOVADA;GUAYAS;GUAYAQUIL;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS;SERVICIOS DE ALOJAMIENTO PRESTADOS POR HOTELES HOTELES DE SUITES APART HOTELES COMPLEJOS TURÍSTICOS HOSTERÍAS;2;5046950.86
31/05/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CREDITO;NOVADA;LOJA;LOJA;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS TRANVÍA TROLEBÚS METRO FERROCARRIL ELEVADO LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES TELEFÉRICOS ETCÉTERA QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;1;55737.94
30/06/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;REESTRUCTURADA;GUAYAS;GUAYAQUIL;INDUSTRIAS MANUFACTURERAS;ACTIVIDADES DE IMPRESIÓN;ACTIVIDADES DE IMPRESIÓN DE PÓSTERS GIGANTOGRAFÍAS CATÁLOGOS DE PUBLICIDAD PROSPECTOS Y OTROS IMPRESOS PUBLICITARIOS CALENDARIOS FORMULARIOS COMERCIALES DIRECTORIOS Y OTROS MATERIALES IMPRESOS DE USO COMERCIAL PAPEL DE CORRESPONDENCIA ÁLBUMES AGENDAS PERSONALES DIARIOS TARJETAS DE INVITACIÓN DE VISITA DE PRESENTACIÓN Y OTROS MATERIALES IMPRESOS MEDIANTE IMPRESIÓN POR OFFSET FOTOGRABACIÓN IMPRESIÓN FLEXOGRÁFICA E IMPRESIÓN EN OTROS TIPOS DE PRENSA MAQUINAS AUTOCOPISTAS IMPRESORAS ESTAMPADORAS ETCÉTERA INCLUIDA LA IMPRESIÓN RÁPIDA;1;938033.2
30/06/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;NOVADA;PICHINCHA;QUITO;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS;SERVICIOS DE ALOJAMIENTO PRESTADOS POR HOTELES HOTELES DE SUITES APART HOTELES COMPLEJOS TURÍSTICOS HOSTERÍAS;1;1067257.96
30/06/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;NOVADA;LOJA;LOJA;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS TRANVÍA TROLEBÚS METRO FERROCARRIL ELEVADO LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES TELEFÉRICOS ETCÉTERA QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;2;48665.5
30/06/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;GUAYAS;GUAYAQUIL;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS;SERVICIOS DE ALOJAMIENTO PRESTADOS POR HOTELES HOTELES DE SUITES APART HOTELES COMPLEJOS TURÍSTICOS HOSTERÍAS;1;1330000
30/06/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO CORPORATIVO;CREDITO;REESTRUCTURADA;PICHINCHA;QUITO;CONSTRUCCIÓN;CONSTRUCCIÓN DE EDIFICIOS;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES EDIFICIOS MULTIFAMILIARES INCLUSO EDIFICIOS DE ALTURAS ELEVADAS VIVIENDAS PARA ANCIANATOS CASAS PARA BENEFICENCIA ORFANATOS CÁRCELES CUARTELES CONVENTOS CASAS RELIGIOSAS INCLUYE REMODELACIÓN RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES;1;8476694.15
30/06/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REFINANCIADA;GUAYAS;GUAYAQUIL;AGRICULTURA GANADERÍA  SILVICULTURA Y PESCA;CULTIVO DE PLANTAS CON LAS QUE SE PREPARAN BEBIDAS;CULTIVO DE CACAO;1;300371.36
30/06/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CREDITO;NOVADA;LOJA;LOJA;TRANSPORTE Y ALMACENAMIENTO;OTRAS ACTIVIDADES DE TRANSPORTE DE PASAJEROS POR VÍA TERRESTRE;SERVICIOS DE TAXIS;1;13566.73
30/06/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CREDITO;REESTRUCTURADA;PICHINCHA;QUITO;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS TRANVÍA TROLEBÚS METRO FERROCARRIL ELEVADO LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES TELEFÉRICOS ETCÉTERA QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;1;57958.94
30/06/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;REESTRUCTURADA;GUAYAS;GUAYAQUIL;AGRICULTURA GANADERÍA  SILVICULTURA Y PESCA;ACUICULTURA MARINA;EXPLOTACIÓN DE CRIADEROS DE CAMARONES (CAMARONERAS) CRIADEROS DE LARVAS  DE CAMARÓN (LABORATORIOS DE LARVAS DE CAMARÓN);1;2203184.94
30/06/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;LOJA;LOJA;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS TRANVÍA TROLEBÚS METRO FERROCARRIL ELEVADO LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES TELEFÉRICOS ETCÉTERA QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;2;84659.32
30/06/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;LOJA;LOJA;CONSTRUCCIÓN;CONSTRUCCIÓN DE EDIFICIOS;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES EDIFICIOS MULTIFAMILIARES INCLUSO EDIFICIOS DE ALTURAS ELEVADAS VIVIENDAS PARA ANCIANATOS CASAS PARA BENEFICENCIA ORFANATOS CÁRCELES CUARTELES CONVENTOS CASAS RELIGIOSAS INCLUYE REMODELACIÓN RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES;1;206996.04
30/06/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;REESTRUCTURADA;LOS RIOS;QUEVEDO;INDUSTRIAS MANUFACTURERAS;ELABORACIÓN Y CONSERVACIÓN DE PESCADOS CRUSTÁCEOS Y MOLUSCOS;PREPARACIÓN Y CONSERVACIÓN DE PESCADO CRUSTÁCEOS (EXCEPTO CAMARÓN Y LANGOSTINOS) Y OTROS MOLUSCOS MEDIANTE EL CONGELADO ULTRACONGELADO SECADO AHUMADO SALADO SUMERGIDO EN SALMUERA Y ENLATADO ETCÉTERA;1;427724.1
30/06/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO CORPORATIVO;CREDITO;REFINANCIADA;LOS RIOS;BABAHOYO;AGRICULTURA GANADERÍA  SILVICULTURA Y PESCA;CULTIVO DE FRUTAS TROPICALES Y SUBTROPICALES;CULTIVO DE BANANOS Y PLÁTANOS;1;3166733.4
30/06/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CREDITO;REESTRUCTURADA;ZAMORA CHINCHIPE;YANTZAZA;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS TRANVÍA TROLEBÚS METRO FERROCARRIL ELEVADO LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES TELEFÉRICOS ETCÉTERA QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;1;9337.03
30/06/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CREDITO;REESTRUCTURADA;LOS RIOS;VINCES;AGRICULTURA GANADERÍA  SILVICULTURA Y PESCA;CULTIVO DE FRUTAS TROPICALES Y SUBTROPICALES;CULTIVO DE BANANOS Y PLÁTANOS;1;197085.99
30/06/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO CORPORATIVO;CREDITO;ORIGINAL;PICHINCHA;QUITO;AGRICULTURA GANADERÍA  SILVICULTURA Y PESCA;ACUICULTURA MARINA;EXPLOTACIÓN DE CRIADEROS DE CAMARONES (CAMARONERAS) CRIADEROS DE LARVAS  DE CAMARÓN (LABORATORIOS DE LARVAS DE CAMARÓN);1;5000000
30/06/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;MANABI;MANTA;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS;SERVICIOS DE ALOJAMIENTO PRESTADOS POR HOTELES HOTELES DE SUITES APART HOTELES COMPLEJOS TURÍSTICOS HOSTERÍAS;1;569363.44
30/06/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CREDITO;REESTRUCTURADA;GUAYAS;GUAYAQUIL;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS TRANVÍA TROLEBÚS METRO FERROCARRIL ELEVADO LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES TELEFÉRICOS ETCÉTERA QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;1;56851.24
30/06/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CREDITO;REESTRUCTURADA;ESMERALDAS;ESMERALDAS;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA;TODAS LAS ACTIVIDADES DE TRANSPORTE DE CARGA POR CARRETERA INCLUIDO EN CAMIONETAS DE: TRONCOS GANADO TRANSPORTE REFRIGERADO CARGA PESADA CARGA A GRANEL INCLUIDO EL TRANSPORTE EN CAMIONES CISTERNA AUTOMÓVILES DESPERDICIOS Y MATERIALES DE DESECHO SIN RECOGIDA NI ELIMINACIÓN;1;13257.59
31/07/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CREDITO;NOVADA;SANTA ELENA;LA LIBERTAD;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS;SERVICIOS DE ALOJAMIENTO PRESTADOS POR HOTELES HOTELES DE SUITES APART HOTELES COMPLEJOS TURÍSTICOS HOSTERÍAS;1;30692.18
31/07/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;SANTA ELENA;LA LIBERTAD;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS TRANVÍA TROLEBÚS METRO FERROCARRIL ELEVADO LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES TELEFÉRICOS ETCÉTERA QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;1;26783.19
31/07/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;REESTRUCTURADA;PICHINCHA;QUITO;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA;TODAS LAS ACTIVIDADES DE TRANSPORTE DE CARGA POR CARRETERA INCLUIDO EN CAMIONETAS DE: TRONCOS GANADO TRANSPORTE REFRIGERADO CARGA PESADA CARGA A GRANEL INCLUIDO EL TRANSPORTE EN CAMIONES CISTERNA AUTOMÓVILES DESPERDICIOS Y MATERIALES DE DESECHO SIN RECOGIDA NI ELIMINACIÓN;1;89040.96
31/07/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO CORPORATIVO;CREDITO;REESTRUCTURADA;PICHINCHA;QUITO;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA;TODAS LAS ACTIVIDADES DE TRANSPORTE DE CARGA POR CARRETERA INCLUIDO EN CAMIONETAS DE: TRONCOS GANADO TRANSPORTE REFRIGERADO CARGA PESADA CARGA A GRANEL INCLUIDO EL TRANSPORTE EN CAMIONES CISTERNA AUTOMÓVILES DESPERDICIOS Y MATERIALES DE DESECHO SIN RECOGIDA NI ELIMINACIÓN;1;910252.14
31/07/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;NOVADA;PICHINCHA;QUITO;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MÓVIL DE COMIDAS;SERVICIOS DE RESTAURANTES Y BARES EN CONEXIÓN CON TRANSPORTE CUANDO SON PROPORCIONADAS POR UNIDADES INDEPENDIENTES: BARES DEL AEROPUERTO BARES TERMINALES TERRESTRES ETCÉTERA;1;76616.82
31/07/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CREDITO;REESTRUCTURADA;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA;TODAS LAS ACTIVIDADES DE TRANSPORTE DE CARGA POR CARRETERA INCLUIDO EN CAMIONETAS DE: TRONCOS GANADO TRANSPORTE REFRIGERADO CARGA PESADA CARGA A GRANEL INCLUIDO EL TRANSPORTE EN CAMIONES CISTERNA AUTOMÓVILES DESPERDICIOS Y MATERIALES DE DESECHO SIN RECOGIDA NI ELIMINACIÓN;1;12825.15
31/07/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO CORPORATIVO;CREDITO;ORIGINAL;PICHINCHA;QUITO;ACTIVIDADES FINANCIERAS Y DE SEGUROS;OTROS TIPOS DE INTERMEDIACIÓN MONETARIA;ACTIVIDADES DE RECEPCIÓN DE DEPÓSITOS Y/O SIMILARES CERCANOS DE DEPÓSITOS Y LA CONCESIÓN DE CRÉDITOS O PRÉSTAMOS DE FONDOS LA CONCESIÓN DE CRÉDITO PUEDE ADOPTAR DIVERSAS FORMAS COMO PRÉSTAMOS HIPOTECAS TRANSACCIONES CON TARJETAS DE CRÉDITO ETC ESAS ACTIVIDADES SON REALIZADAS POR BANCOS DIFERENTES DEL BANCO CENTRAL;1;6500000
31/07/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CREDITO;REESTRUCTURADA;GUAYAS;GUAYAQUIL;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS TRANVÍA TROLEBÚS METRO FERROCARRIL ELEVADO LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES TELEFÉRICOS ETCÉTERA QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;1;17732.07
