escuela;sexo;edad;direccion;tam_fami;fam_estado;edu_madre;edu_padre;Mjob;Fjob;razon;tutor;tiempo_viaje;tiempo_estudio;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;salud;ausencias;G1;G2;G3
MS;mujer;17;urbano;GT3;juntos;3;3;services;services;course;mother;15 a 30 min;1;0;no;yes;no;no;yes;yes;yes;no;muy buena;alto;medio;1;1;buena;0;11;12;13
MS;mujer;18;urbano;LE3;separados;1;2;at_home;other;reputation;mother;15 a 30 min;2;0;no;no;no;no;yes;yes;yes;no;muy buena;alto;medio;1;2;buena;0;12;13;14
MS;mujer;18;urbano;GT3;juntos;4;4;teacher;teacher;reputation;mother;15 a 30 min;2;0;no;no;no;yes;no;yes;yes;no;muy buena;medio;muy alto;1;2;muy mala;0;18;18;18
MS;hombre;18;urbano;LE3;juntos;4;4;services;other;reputation;mother;menos de 15min;1;0;no;yes;no;yes;yes;yes;yes;no;excelente;alto;muy alto;1;1;muy buena;3;17;17;17
MS;mujer;17;urbano;GT3;juntos;4;2;other;other;course;mother;15 a 30 min;2;0;no;yes;no;no;yes;yes;yes;no;muy buena;medio;medio;1;2;buena;0;17;18;18
MS;mujer;18;rural;GT3;juntos;2;2;at_home;other;course;mother;30 min a 1 hora;2;1;no;no;no;yes;yes;yes;no;yes;muy buena;medio;medio;1;1;buena;0;9;0;0
MS;hombre;18;urbano;LE3;juntos;1;2;at_home;services;home;mother;15 a 30 min;1;0;no;yes;no;no;no;yes;no;no;muy buena;muy poco;alto;5;5;muy mala;8;10;11;11
MS;hombre;18;rural;GT3;juntos;4;4;at_home;services;other;mother;30 min a 1 hora;1;0;no;yes;yes;yes;yes;yes;yes;yes;mala;muy alto;muy alto;1;1;muy mala;5;12;13;14
MS;hombre;17;rural;GT3;juntos;1;1;other;services;other;father;30 min a 1 hora;1;0;no;no;no;no;no;no;no;no;muy buena;poco;medio;3;4;buena;4;12;13;14
MS;mujer;18;urbano;GT3;juntos;2;2;other;other;course;mother;15 a 30 min;2;0;no;yes;no;no;no;yes;yes;yes;muy mala;medio;muy poco;1;1;mala;4;8;8;10
MS;mujer;18;urbano;LE3;juntos;2;2;services;services;course;father;15 a 30 min;3;0;no;no;no;no;yes;yes;yes;yes;excelente;alto;muy alto;1;4;regular;0;11;12;13
MS;mujer;18;rural;LE3;separados;4;2;teacher;other;reputation;mother;menos de 15min;2;0;no;no;no;yes;yes;yes;yes;yes;excelente;medio;muy poco;1;1;muy buena;0;5;0;0
MS;mujer;18;urbano;GT3;juntos;1;1;at_home;services;course;mother;30 min a 1 hora;2;1;no;no;no;no;yes;no;no;no;muy buena;alto;poco;1;2;mala;2;9;10;10
MS;mujer;19;urbano;GT3;juntos;1;1;at_home;services;other;father;15 a 30 min;1;1;no;no;no;no;yes;no;no;no;excelente;muy alto;muy alto;2;3;mala;0;5;0;0
MS;mujer;17;urbano;GT3;juntos;4;2;teacher;other;course;father;15 a 30 min;4;0;no;no;no;no;yes;yes;yes;yes;muy buena;poco;medio;3;1;muy buena;0;18;18;18
MS;mujer;17;rural;LE3;separados;2;1;services;other;reputation;mother;15 a 30 min;2;0;no;no;no;yes;yes;yes;yes;yes;excelente;medio;medio;1;2;mala;5;11;11;12
MS;mujer;18;urbano;LE3;separados;1;1;at_home;services;course;mother;menos de 15min;2;0;no;no;no;no;yes;yes;no;yes;excelente;poco;medio;1;2;regular;2;8;10;11
MS;mujer;18;urbano;GT3;juntos;1;2;at_home;at_home;course;father;15 a 30 min;2;0;no;yes;no;no;yes;no;no;no;;muy poco;muy poco;1;1;buena;0;11;11;12
MS;mujer;19;rural;GT3;separados;1;1;at_home;at_home;course;other;15 a 30 min;2;3;no;yes;no;yes;yes;no;no;yes;buena;muy alto;alto;1;4;muy mala;0;8;0;0
MS;mujer;18;rural;GT3;juntos;2;2;;other;home;mother;15 a 30 min;3;0;no;no;no;no;yes;yes;yes;yes;muy buena;poco;muy poco;1;1;buena;5;14;14;15
MS;hombre;17;rural;GT3;juntos;4;3;services;other;home;mother;15 a 30 min;2;1;no;yes;yes;yes;no;yes;yes;yes;muy buena;muy alto;muy alto;1;3;mala;4;10;11;11
MS;mujer;18;urbano;GT3;juntos;3;3;services;services;course;father;menos de 15min;2;0;no;yes;no;no;yes;yes;no;yes;excelente;medio;alto;1;1;muy buena;0;10;10;10
MS;mujer;17;rural;GT3;juntos;4;4;teacher;services;other;father;15 a 30 min;2;0;no;yes;yes;yes;yes;yes;yes;no;muy buena;medio;medio;1;2;muy buena;2;12;12;12
MS;mujer;17;urbano;LE3;separados;3;2;services;other;reputation;mother;15 a 30 min;2;0;no;no;no;no;yes;yes;no;yes;muy mala;;medio;1;2;muy buena;0;15;14;15
MS;hombre;18;urbano;LE3;juntos;1;1;other;services;;father;15 a 30 min;1;0;no;no;no;no;no;yes;yes;yes;buena;medio;poco;1;2;regular;2;14;13;14
MS;mujer;18;urbano;LE3;juntos;1;1;at_home;services;course;father;15 a 30 min;3;0;no;no;no;no;yes;yes;yes;no;excelente;medio;poco;1;1;buena;0;19;17;18
MS;mujer;18;rural;LE3;separados;1;2;at_home;other;course;;30 min a 1 hora;2;0;no;no;no;no;yes;yes;no;yes;muy buena;medio;alto;1;4;muy buena;0;16;15;15
MS;mujer;18;urbano;GT3;juntos;3;3;services;services;other;mother;15 a 30 min;2;0;no;yes;no;no;yes;yes;yes;yes;muy buena;medio;;1;3;regular;6;13;12;13
MS;mujer;17;urbano;LE3;juntos;4;4;at_home;;course;mother;menos de 15min;2;0;no;yes;no;yes;yes;yes;yes;yes;mala;medio;alto;1;1;muy mala;4;15;14;15
MS;mujer;17;rural;GT3;juntos;1;2;other;services;course;father;15 a 30 min;2;0;no;no;no;no;no;yes;no;no;buena;poco;poco;1;2;;0;13;13;13
MS;hombre;18;rural;GT3;juntos;1;3;at_home;other;course;mother;15 a 30 min;2;0;no;yes;yes;no;yes;yes;no;no;buena;medio;alto;2;4;regular;0;8;10;9
MS;hombre;18;urbano;LE3;juntos;4;4;teacher;services;other;mother;15 a 30 min;3;0;no;no;no;no;yes;yes;yes;yes;muy buena;poco;poco;2;2;muy buena;0;15;16;16
MS;mujer;17;rural;GT3;juntos;1;1;other;services;reputation;mother;30 min a 1 hora;1;1;no;yes;no;no;yes;yes;yes;yes;excelente;poco;muy poco;1;2;muy mala;0;8;8;9
MS;mujer;18;urbano;GT3;juntos;2;3;at_home;services;course;father;15 a 30 min;1;0;no;yes;no;no;yes;yes;yes;yes;excelente;poco;medio;1;2;buena;0;10;10;10
MS;mujer;18;rural;GT3;juntos;4;4;other;teacher;other;father;30 min a 1 hora;2;0;no;yes;no;no;no;yes;yes;yes;buena;poco;poco;4;2;muy buena;0;7;5;0
MS;hombre;18;rural;LE3;juntos;1;2;at_home;services;other;father;;1;0;no;yes;no;yes;yes;no;yes;yes;muy buena;medio;medio;2;3;regular;3;9;10;10
MS;mujer;17;urbano;GT3;juntos;2;2;other;at_home;home;mother;menos de 15min;3;0;no;no;no;yes;yes;yes;no;yes;buena;alto;medio;1;1;regular;8;10;11;12
MS;mujer;17;rural;GT3;juntos;1;2;other;other;course;mother;menos de 15min;1;0;no;no;no;yes;yes;yes;yes;no;buena;muy alto;muy alto;1;3;muy mala;4;7;8;9
MS;mujer;18;rural;LE3;juntos;4;4;other;other;reputation;mother;15 a 30 min;3;0;no;no;no;no;yes;yes;yes;no;excelente;alto;alto;1;1;muy mala;0;15;17;17
MS;mujer;18;rural;GT3;juntos;1;1;other;other;home;mother;mas de 1 hora;3;0;no;no;no;no;yes;yes;yes;no;muy buena;medio;poco;1;2;buena;4;10;11;12
MS;mujer;19;rural;GT3;juntos;1;1;at_home;other;course;other;15 a 30 min;2;1;no;yes;no;no;yes;yes;yes;yes;muy buena;medio;medio;1;1;regular;4;7;8;9
MS;mujer;18;rural;LE3;juntos;4;4;teacher;services;course;mother;menos de 15min;2;0;no;no;no;yes;yes;yes;yes;no;excelente;alto;medio;3;4;mala;1;13;14;14
MS;mujer;18;urbano;GT3;juntos;3;3;other;other;home;mother;menos de 15min;2;0;no;no;no;no;yes;yes;yes;yes;muy buena;muy poco;medio;1;2;muy mala;1;16;16;16
MS;mujer;17;rural;GT3;juntos;3;1;at_home;other;reputation;mother;menos de 15min;2;0;no;yes;no;yes;no;yes;yes;no;muy buena;muy alto;alto;2;3;muy mala;10;8;9;9
MS;hombre;18;urbano;GT3;juntos;4;4;teacher;teacher;home;father;menos de 15min;2;0;no;no;no;yes;no;yes;yes;no;buena;poco;alto;1;4;mala;4;17;18;19
MS;hombre;18;rural;GT3;juntos;2;1;other;other;other;mother;15 a 30 min;1;0;no;no;no;yes;no;yes;yes;yes;muy buena;alto;medio;1;3;muy buena;0;7;7;0
MS;hombre;17;urbano;GT3;juntos;2;3;other;services;home;father;15 a 30 min;2;0;no;no;no;yes;yes;yes;yes;no;muy buena;alto;medio;1;1;regular;4;14;15;16
MS;hombre;19;rural;GT3;juntos;1;1;other;services;other;mother;15 a 30 min;1;1;no;no;no;no;yes;yes;no;no;muy buena;medio;poco;1;3;muy buena;0;5;8;0
MS;hombre;18;rural;GT3;juntos;4;2;other;other;home;father;15 a 30 min;1;1;no;no;yes;no;yes;yes;no;no;excelente;alto;medio;4;3;regular;0;7;7;0
MS;mujer;18;rural;GT3;juntos;2;2;at_home;other;other;mother;15 a 30 min;3;0;no;no;no;no;yes;yes;no;no;excelente;medio;medio;1;3;buena;0;14;17;15
MS;mujer;17;urbano;GT3;juntos;4;3;teacher;other;other;mother;15 a 30 min;2;0;no;no;no;no;yes;yes;yes;no;excelente;muy alto;alto;1;1;muy mala;0;6;9;11
MS;mujer;18;rural;GT3;juntos;4;4;teacher;at_home;reputation;mother;;1;0;no;yes;no;yes;yes;yes;yes;yes;muy buena;alto;medio;2;2;muy buena;4;7;9;10
MS;mujer;19;rural;GT3;juntos;2;3;services;other;course;mother;menos de 15min;3;1;no;no;no;yes;no;yes;yes;no;excelente;alto;poco;1;2;muy buena;4;10;11;10
MS;mujer;18;urbano;LE3;juntos;3;1;teacher;services;course;;menos de 15min;2;0;no;yes;no;no;yes;yes;yes;no;muy buena;medio;alto;1;1;muy mala;4;15;15;16
MS;mujer;18;urbano;GT3;juntos;1;1;other;other;course;mother;15 a 30 min;2;0;no;no;no;yes;yes;yes;no;no;muy mala;muy poco;muy poco;1;1;muy buena;6;11;12;9
MS;masculino;17;urbano;LE3;juntos;3;1;services;;;mother;15 a 30 min;1;0;no;no;no;no;no;yes;yes;no;mala;alto;muy alto;3;4;mala;6;10;10;10
MS;masculino;18;rural;LE3;juntos;3;2;;other;course;mother;30 min a 1 hora;1;0;no;no;no;no;no;yes;yes;no;muy buena;alto;muy poco;3;4;muy buena;4;10;11;11
